nrg_cons,nrg_prc,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH1000-2499,NRG_SUP,EUR,SI	0.0573 	0.0548 	0.0565 	0.0586 	0.0596 	0.0639 	0.0639 	0.0604 	0.0541 	0.0535 	0.0456 	: 
KWH1000-2499,NRG_SUP,EUR,SK	0.0471 	0.0420 	0.0485 	0.0495 	0.0559 	0.0660 	0.0722 	0.0673 	0.0741 	0.0690 	0.0689 	0.0603 
KWH1000-2499,NRG_SUP,EUR,TR	0.0428 	0.0501 	0.0647 	0.0626 	0.0743 	0.0760 	0.0837 	0.0631 	0.0898 	0.0785 	0.0828 	: 
KWH1000-2499,NRG_SUP,EUR,UK	0.1071 	0.0939 	0.1178 	0.1449 	0.1655 	0.1474 	0.1480 	0.1280 	: 	0.1025 	0.1102 	: 
KWH1000-2499,NRG_SUP,EUR,XK	0.0358 	0.0372 	0.0277 	0.0278 	0.0271 	0.0155 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,AL	9.5000 	9.5000 	9.5000 	9.5000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,AT	0.0674 	0.0663 	0.0672 	0.0715 	0.0784 	0.0829 	0.0832 	0.0867 	0.0747 	0.0747 	0.0705 	: 
KWH1000-2499,NRG_SUP,NAT,BA	0.0660 	0.0673 	0.0652 	0.0650 	: 	0.0721 	0.0711 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,BE	0.0948 	0.0840 	0.0863 	0.0880 	0.0780 	0.0825 	0.0902 	0.0906 	0.0867 	0.0835 	0.1173 	0.0818 
KWH1000-2499,NRG_SUP,NAT,BG	0.1153 	0.1139 	0.1108 	0.1151 	0.1108 	0.0846 	0.0938 	0.0819 	0.0933 	0.0850 	0.0780 	0.0668 
KWH1000-2499,NRG_SUP,NAT,CY	0.1266 	0.1071 d	0.0902 	0.1073 	0.1527 	0.1644 	0.2028 	0.1665 	0.1324 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,CZ	1.7900 	1.6900 	1.6900 	1.6900 	1.6700 	1.7800 	1.8800 	1.7400 	1.8200 	2.1400 	1.8600 	1.6100 
KWH1000-2499,NRG_SUP,NAT,DE	0.0775 	0.0797 	0.0829 	0.0885 	0.0920 	0.0976 	0.0958 	0.0908 	0.0993 	0.0904 	0.0903 	0.0747 
KWH1000-2499,NRG_SUP,NAT,DK	0.3749 	0.2889 	0.3418 	0.3230 	0.3718 	0.3879 	0.4209 	0.5300 	0.4737 	0.3730 	0.6221 	0.3271 
KWH1000-2499,NRG_SUP,NAT,EE	0.0529 	0.0451 	0.0456 	0.0454 	0.0474 	0.0484 	0.0498 	0.0321 	0.5000 	0.5140 	0.4900 	0.4450 
KWH1000-2499,NRG_SUP,NAT,EL	0.0886 	0.0940 	0.0907 	0.0971 	0.0921 	0.0853 	0.0661 	0.0629 	0.0558 	0.0543 	: 	: 
KWH1000-2499,NRG_SUP,NAT,ES	0.1768 d	0.1460 d	0.1503 	0.1613 	0.1587 	0.1589 	0.0910 	0.1028 	0.0941 	0.1100 	0.1032 	: 
KWH1000-2499,NRG_SUP,NAT,FI	0.0594 	0.0577 	0.0587 	0.0617 	0.0651 	0.0686 	0.0683 	0.0722 	0.0647 	0.0601 	0.0594 	0.0522 
KWH1000-2499,NRG_SUP,NAT,FR	0.0724 	0.0706 	0.0710 	0.0736 	0.0738 	0.0750 	0.0708 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,GE	0.0811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,HR	0.4622 	0.4570 	0.4638 	0.4619 	0.4805 	0.5110 	0.5299 	0.4320 	0.3560 	0.3600 	0.4500 	0.3300 
KWH1000-2499,NRG_SUP,NAT,HU	14.5411 	14.3550 	14.8072 	15.0313 	14.7044 	17.4048 	20.5424 	: 	21.1200 	22.3897 	18.8028 	15.1270 
KWH1000-2499,NRG_SUP,NAT,IE	0.1354 	0.1276 	0.1464 	0.1543 	0.1618 	0.1512 	0.1488 	0.1291 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,IS	6.3726 	6.0582 	5.6024 	5.3245 	5.1360 	4.9357 	4.8659 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,IT	0.1133 d	0.1048 d	0.0942 d	0.0982 	0.1059 	0.1087 	0.1142 	0.0988 	0.0951 	0.1078 	0.1112 	: 
KWH1000-2499,NRG_SUP,NAT,LI	: 	0.0791 	0.0825 	0.0879 	0.0879 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,LT	0.0350 	0.0382 	0.0403 	0.0516 	0.1737 	0.1662 	0.1696 	0.1681 	0.1596 	0.1294 	0.1280 	0.1073 
KWH1000-2499,NRG_SUP,NAT,LU	0.0584 	0.0565 	0.0617 	0.0657 	0.0757 	0.0753 	0.0825 	0.0799 	0.0790 	0.1006 	0.0758 	0.0744 
KWH1000-2499,NRG_SUP,NAT,LV	0.0499 	0.0484 	0.0511 	0.0537 	0.0166 	0.0120 	0.0181 	0.0298 	0.0348 	0.0348 	0.0348 	0.0251 
KWH1000-2499,NRG_SUP,NAT,MD	1.2242 	1.3789 	1.3173 	1.2505 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,ME	0.0400 	0.0379 	0.0460 	0.0490 	0.0483 	0.0464 	0.0455 	0.0346 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,MK	3.0945 	3.1764 	2.7364 	4.1107 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,MT	0.1144 	0.1151 	0.1168 	0.1168 	0.1156 	0.1636 	0.1629 	0.1622 	0.1611 	0.1406 	0.1037 	0.0093 
KWH1000-2499,NRG_SUP,NAT,NL	0.0753 	0.0720 	0.0747 	0.0790 	0.0839 	0.0848 	0.0859 	0.0842 	0.0847 	0.0970 	0.0900 	0.0858 
KWH1000-2499,NRG_SUP,NAT,NO	0.6444 	0.5078 	0.5199 	0.4116 	0.4985 	0.5302 	0.4179 	0.5110 	0.5797 	0.4836 	0.5864 	0.3656 
KWH1000-2499,NRG_SUP,NAT,PL	0.1981 	0.2016 	0.2376 	0.2358 	0.2337 	0.2476 	0.2615 	0.2463 	0.2343 	0.2163 	0.1723 	0.1376 
KWH1000-2499,NRG_SUP,NAT,PT	0.0541 	0.0594 	0.0693 	0.0711 	0.0724 	0.0747 	0.0810 	0.0656 	0.0640 	0.0960 	0.0767 	: 
KWH1000-2499,NRG_SUP,NAT,RO	0.2693 	0.2286 	0.2045 	0.1938 	0.1823 	0.1740 	0.1303 	0.1470 	0.1503 	0.1375 	0.1305 	0.1285 
KWH1000-2499,NRG_SUP,NAT,RS	3.1954 	3.0615 	2.8841 	2.6515 	2.4832 	1.8674 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAT,SE	0.5620 	0.4092 	0.4700 	0.4043 	0.4599 	0.5185 	0.5381 	0.6140 	0.6480 	0.5890 	0.6470 	0.4839 
KWH1000-2499,NRG_SUP,NAT,SI	0.0573 	0.0548 	0.0565 	0.0586 	0.0596 	0.0639 	0.0639 	0.0604 	0.0541 	0.0535 	0.0456 	: 
KWH1000-2499,NRG_SUP,NAT,SK	0.0471 	0.0420 	0.0485 	0.0495 	0.0559 	0.0660 	0.0722 	0.0673 	0.0741 	0.0690 	2.0900 	2.0200 
KWH1000-2499,NRG_SUP,NAT,TR	0.2759 	0.2157 	0.2216 	0.1991 	0.2116 	0.2037 	0.1917 	0.1556 	0.1771 	0.1707 	0.1594 	: 
KWH1000-2499,NRG_SUP,NAT,UK	0.0953 	0.0838 	0.1012 	0.1043 	0.1310 	0.1249 	0.1183 	0.1110 	: 	0.0910 	0.0900 	: 
KWH1000-2499,NRG_SUP,NAT,XK	0.0358 	0.0372 	0.0277 	0.0278 	0.0271 	0.0155 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,AL	0.1537 	0.1576 	0.1637 	0.1631 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,AT	0.0612 	0.0610 	0.0630 	0.0658 	0.0709 	0.0742 	0.0755 	0.0783 	0.0678 	0.0666 	0.0646 	: 
KWH1000-2499,NRG_SUP,PPS,BA	0.0688 	0.0701 	0.0705 	0.0705 	: 	0.0756 	0.0754 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,BE	0.0858 	0.0769 	0.0807 	0.0797 	0.0703 	0.0733 	0.0814 	0.0816 	0.0782 	0.0732 	0.1049 	0.0748 
KWH1000-2499,NRG_SUP,PPS,BG	0.1223 	0.1208 	0.1222 	0.1273 	0.1201 	0.0910 	0.1020 	0.0885 	0.1076 	0.0972 	0.0933 	0.0852 
KWH1000-2499,NRG_SUP,PPS,CY	0.1419 	0.1211 d	0.1020 	0.1178 	0.1737 	0.1843 	0.2234 	0.1809 	0.1492 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,CZ	0.0993 	0.0957 	0.0986 	0.0977 	0.0957 	0.1018 	0.1062 	0.0980 	0.0995 	0.1158 	0.1019 	0.0937 
KWH1000-2499,NRG_SUP,PPS,DE	0.0723 	0.0752 	0.0800 	0.0849 	0.0883 	0.0929 	0.0927 	0.0874 	0.0952 	0.0840 	0.0869 	0.0730 
KWH1000-2499,NRG_SUP,PPS,DK	0.0377 	0.0289 	0.0342 	0.0333 	0.0370 	0.0382 	0.0418 	0.0526 	0.0466 	0.0358 	0.0607 	0.0322 
KWH1000-2499,NRG_SUP,PPS,EE	0.0698 	0.0616 	0.0640 	0.0626 	0.0635 	0.0664 	0.0441 	0.0462 	0.0471 	0.0469 	0.0441 	0.0419 
KWH1000-2499,NRG_SUP,PPS,EL	0.1077 	0.1145 	0.1099 	0.1188 	0.1111 	0.0999 	0.0739 	0.0678 	0.0607 	0.0586 	: 	: 
KWH1000-2499,NRG_SUP,PPS,ES	0.1956 d	0.1621 d	0.1681 	0.1802 	0.1774 	0.1764 	0.1005 	0.1102 	0.1001 	0.1166 	0.1120 	: 
KWH1000-2499,NRG_SUP,PPS,FI	0.0478 	0.0464 	0.0484 	0.0497 	0.0523 	0.0556 	0.0566 	0.0600 	0.0542 	0.0501 	0.0506 	0.0450 
KWH1000-2499,NRG_SUP,PPS,FR	0.0661 	0.0644 	0.0663 	0.0687 	0.0673 	0.0676 	0.0631 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,HR	0.0965 	0.0953 	0.0980 	0.0960 	0.0993 	0.1062 	0.1098 	0.0863 	0.0694 	0.0703 	0.0918 	0.0697 
KWH1000-2499,NRG_SUP,PPS,HU	0.0762 	0.0782 	0.0846 	0.0859 	0.0841 	0.1017 	0.1208 	: 	0.1285 	0.1341 	0.1135 	0.0935 
KWH1000-2499,NRG_SUP,PPS,IE	0.1211 	0.1157 	0.1358 	0.1385 	0.1454 	0.1372 	0.1357 	0.1171 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,IS	0.0329 	0.0309 	0.0298 	0.0287 	0.0277 	0.0270 	0.0270 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,IT	0.1146 d	0.1068 d	0.0960 d	0.0976 	0.1055 	0.1078 	0.1137 	0.0970 	0.0930 	0.1040 	0.1101 	: 
KWH1000-2499,NRG_SUP,PPS,LT	0.0552 	0.0623 	0.0677 	0.0855 	0.0820 	0.0785 	0.0815 	0.0807 	0.0782 	0.0605 	0.0589 	0.0540 
KWH1000-2499,NRG_SUP,PPS,LU	0.0477 	0.0468 	0.0522 	0.0548 	0.0635 	0.0621 	0.0699 	0.0674 	0.0654 	0.0834 	0.0653 	0.0653 
KWH1000-2499,NRG_SUP,PPS,LV	0.0724 	0.0702 	0.0771 	0.0796 	0.0242 	0.0247 	0.0377 	0.0631 	0.0751 	0.0723 	0.0689 	0.0538 
KWH1000-2499,NRG_SUP,PPS,ME	0.0802 	0.0774 	0.0953 	0.0987 	0.0941 	0.0925 	0.0926 	0.0705 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,MK	0.1144 	0.1174 	0.1066 	0.1633 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,MT	0.1354 	0.1384 	0.1455 	0.1456 	0.1442 	0.2098 	0.2125 	0.2145 	0.2206 	0.1933 	0.1446 	0.0310 
KWH1000-2499,NRG_SUP,PPS,NL	0.0672 	0.0643 	0.0692 	0.0728 	0.0767 	0.0775 	0.0784 	0.0765 	0.0761 	0.0867 	0.0835 	0.0812 
KWH1000-2499,NRG_SUP,PPS,NO	0.0461 	0.0369 	0.0401 	0.0328 	0.0398 	0.0435 	0.0356 	0.0429 	0.0491 	0.0406 	0.0523 	0.0338 
KWH1000-2499,NRG_SUP,PPS,PL	0.0801 	0.0815 	0.1006 	0.0980 	0.0965 	0.1026 	0.1084 	0.1017 	0.0983 	0.0873 	0.0725 	0.0606 
KWH1000-2499,NRG_SUP,PPS,PT	0.0664 	0.0746 	0.0886 	0.0912 	0.0931 	0.0958 	0.1016 	0.0799 	0.0773 	0.1140 	0.0923 	: 
KWH1000-2499,NRG_SUP,PPS,RO	0.1155 	0.0980 	0.0938 	0.0876 	0.0798 	0.0789 	0.0613 	0.0697 	0.0721 	0.0653 	0.0638 	0.0689 
KWH1000-2499,NRG_SUP,PPS,RS	0.0552 	0.0542 	0.0533 	0.0493 	0.0436 	0.0339 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,SE	0.0449 	0.0332 	0.0393 	0.0337 	0.0388 	0.0445 	0.0464 	0.0523 	0.0550 	0.0497 	0.0576 	0.0442 
KWH1000-2499,NRG_SUP,PPS,SI	0.0694 	0.0674 	0.0721 	0.0733 	0.0746 	0.0794 	0.0790 	0.0723 	0.0644 	0.0624 	0.0562 	: 
KWH1000-2499,NRG_SUP,PPS,SK	0.0693 	0.0618 	0.0746 	0.0748 	0.0839 	0.0971 	0.1057 	0.0979 	0.1109 	0.1015 	0.0978 	0.0890 
KWH1000-2499,NRG_SUP,PPS,TR	0.1383 	0.1222 	0.1332 	0.1274 	0.1333 	0.1383 	0.1386 	0.1184 	0.1437 	0.1408 	0.1399 	: 
KWH1000-2499,NRG_SUP,PPS,UK	0.0972 	0.0879 	0.1097 	0.1131 	0.1397 	0.1350 	0.1294 	0.1197 	: 	0.1044 	0.1080 	: 
KWH1000-2499,OTH,EUR,AT	0.0032 	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,BE	0.0265 	0.0652 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,CY	0.0008 	0.0007 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,DK	: 	: 	0.2218 d	0.2256 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EA	0.0208 	0.0242 	0.0536 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EL	0.0105 	0.0190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,ES	0.0122 d	0.0108 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EU28	0.0221 	0.0212 	0.0768 	0.2256 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IE	0.0057 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IS	0.0023 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IT	0.0412 d	0.0417 d	0.0536 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,ME	0.0007 	0.0017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,PL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,PT	0.0150 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,RS	0.0047 	0.0046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,TR	0.0034 	0.0040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,UK	0.0335 	0.0231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,AT	0.0032 	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,BE	0.0265 	0.0652 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,CY	0.0008 	0.0007 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,DK	: 	: 	1.6506 d	1.6832 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,EL	0.0105 	0.0190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,ES	0.0122 d	0.0108 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,IE	0.0057 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,IS	0.3000 	0.3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,IT	0.0412 d	0.0417 d	0.0536 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,ME	0.0007 	0.0017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,PL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,PT	0.0150 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,RS	0.5530 	0.5461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,TR	0.0221 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,NAT,UK	0.0298 	0.0206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,AT	0.0029 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,BE	0.0240 	0.0597 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,CY	0.0009 	0.0008 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,DK	: 	: 	0.1651 d	0.1735 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,EL	0.0128 	0.0232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,ES	0.0135 d	0.0120 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,IE	0.0051 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,IS	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,IT	0.0417 d	0.0425 d	0.0546 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,ME	0.0014 	0.0035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,PL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,PT	0.0184 	0.0191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,RS	0.0095 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,TR	0.0111 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,PPS,UK	0.0304 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,BE	0.0011 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,EA	0.0063 	0.0079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,EU28	0.0050 	0.0059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,FR	0.0068 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,IE	0.0123 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,PL	0.0103 	0.0120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,PT	0.0139 	0.0127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,EUR,UK	0.0015 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,BE	0.0011 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,FR	0.0068 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,IE	0.0123 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,PL	0.0443 	0.0510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,PT	0.0139 	0.0127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,NAT,UK	0.0013 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,BE	0.0010 	0.0008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,CY	0.0075 	0.0076 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,FR	0.0062 	0.0085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,TAX_CAP,PPS,IE	0.0110 	0.0095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
